"Claim Number","Date Received","Incident Date","Airport Code","Airport Name","Airline Name","Claim Type","Claim Site","Item Category","Close Amount","Disposition"
2014022411921,2014-02-24,2013-12-20 04:30:00,"PDX","Portland International","Southwest Airlines","Passenger Property Loss","Checkpoint","Cosmetics & Grooming",0,"Deny"
2014022411922,2014-02-19,2014-02-08 10:00:00,"MCO","Orlando International Airport","UAL","Property Damage","Checkpoint","Personal Accessories",0,"Deny"
2014022411923,2014-02-19,2014-02-01 13:00:00,"STT","Cyril E. King International","Delta Air Lines","Passenger Property Loss","Checked Baggage","Travel Accessories",19.95,"Approve in Full"
2014022411924,2014-02-18,2014-01-13 00:00:00,"F","Foreign airport","KLM Royal Dutch Airlines","Property Damage","Checked Baggage","Home Decor",0,"Deny"
2014022411925,2014-02-19,2014-01-30 10:04:00,"TPA","Tampa International","USAir","Property Damage","Checked Baggage","Other",99.99,"Approve in Full"
2014022411926,2014-02-19,2014-02-04 18:00:00,"IAH","Houston - George Bush Intercontinental Airport","UAL","Passenger Property Loss","Checked Baggage","Personal Electronics",114.5,"Settle"
2014022411927,2014-02-19,2014-01-21 19:10:00,"JFK","John F. Kennedy International","British Airways","Property Damage","Checkpoint","Other",53,"Approve in Full"
2014022411928,2014-02-18,2014-02-05 00:00:00,"SJU","Luis Munoz Marin International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",0,"Deny"
2014022411929,2014-02-18,2014-01-22 00:00:00,"MCO","Orlando International Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","Other",NA,"-"
2014022411930,2014-02-18,2014-01-15 00:00:00,"PVD","TF Green Airport, Providence","-","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014022411931,2014-02-18,2014-02-06 08:05:00,"MCO","Orlando International Airport","Southwest Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",150,"Approve in Full"
2014022411932,2014-02-18,2013-10-11 00:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Delta Air Lines","Property Damage","Checked Baggage","Other",0,"Deny"
2014022411933,2014-02-19,2014-01-19 00:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Computer & Accessories",130.97,"Approve in Full"
2014022411934,2014-02-18,2014-02-10 00:00:00,"IAD","Washington Dulles International","Delta Air Lines","Passenger Property Loss","Checkpoint","Personal Electronics",0,"Deny"
2014022411935,2014-02-18,2013-11-06 00:00:00,"ORD","Chicago O'Hare International Airport","British Airways","Passenger Property Loss","Checked Baggage","Cameras; Personal Electronics",0,"Deny"
2014022411936,2014-02-18,2014-01-19 14:00:00,"JFK","John F. Kennedy International","Air France","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014022411937,2014-02-19,2014-01-27 06:00:00,"BOS","Boston (Logan) International Airport","Jet Blue","Property Damage","Checked Baggage","Household Items",0,"Deny"
2014022411938,2014-02-20,2014-02-18 00:00:00,"JFK","John F. Kennedy International","Avianca","Passenger Property Loss","Checked Baggage","Computer & Accessories",0,"Deny"
2014022411939,2014-02-19,2014-01-25 09:30:00,"ORD","Chicago O'Hare International Airport","American Airlines","Property Damage","Checkpoint","Computer & Accessories",1049.99,"Approve in Full"
2014022411940,2014-02-19,2014-01-25 00:00:00,"SJU","Luis Munoz Marin International","Southwest Airlines","Property Damage","Checked Baggage","Home Decor",19,"Approve in Full"
2014022411941,2014-02-18,2014-01-24 11:45:00,"DCA","Ronald Reagan Washington National Airport","Delta Air Lines","Passenger Property Loss","Checkpoint","Other",107.8,"Approve in Full"
